Country,StAbb,Year,Democracy,Pres,Notes,LeaderIdeologyScore,PresSecond,RunnerUpIdeologyScore,PresVotes,PresSecondVotes,PresOtherVotes,PresWarRole,PresPower,PresWinner,PresRunnerUp,WinnerIncumbent,RunnerUpIncumbent,WinnerPartyInc,RunnerUpPartyInc,Leg1,Leg1Second,Leg1Seats,Leg1SecondSeats,Leg1OtherSeats,Leg1Control,Leg1DeclareWar,Leg1Power,Leg2,Leg2Second,Leg2Seats,Leg2SecondSeats,Leg2OtherSeats,Leg2Control,Leg2DeclareWar,Leg2Power,PrevUnited,ElectionDate,StartDay,StartMonth,StartYear,EndDay,EndMonth,EndYear,LeaderStartDay,LeaderStartMonth,LeaderStartYear,LeaderEndDay,LeaderEndMonth,LeaderEndYear,PreviousLeaderStartDay,PreviousLeaderStartMonth,PreviousLeaderStartYear,PreviousLeaderEndDay,PreviousLeaderEndMonth,PreviousLeaderEndYear,PresBirthYear,PresMilitaryService,PresMilitaryExperience,PresGuerrillaWar,PresRunnerUpDOBm,PresRunnerUpDOBd,RunnerUpBirthYear,PresRunnerUPSource,RunnerUpMilitaryService,RunnerUpMilitaryExperience,RunnerUpLaw,RunnerUpArt,RunnerUpOccupation,AgeDifference,StartDate,EndDate,Days,PreviousDate,DisputesInitiated,PreviousDisputesInitiated,PreviousTermDisputesInitiated,HighDisputesInitiated,PreviousHighDisputesInitiated,PreviousTermHighDisputesInitiated,AllDisputes,AllPreviousDisputes,AllPreviousTermDisputes,AllHighDisputes,AllPreviousHighDisputes,AllPreviousTermHighDisputes,RevisionistDisputes,PreviousRevisionistDisputes,PreviousTermRevisionistDisputes,HighRevisionistDisputes,PreviousHighRevisionistDisputes,PreviousTermHighRevisionistDisputes,FYDisputesInitiated,FYHighDisputesInitiated,FYAllDisputes,FYAllHighDisputes,PreviousTermStartDate,PreviousTermEndDate,PreviousTermDays,irst,milex,milper,pec,tpop,upop,lnirst,lnmilex,lnmilper,lnpec,lntpop,lnupop
France,FRN,1969,1,UDR,,5,DemCent,3,58.2,41.8,0,1,1,Georges Pompidou,Alain Poher,0,1,0,1,UDR,FGDS,NA,NA,NA,UDR,1,1,NA,NA,NA,NA,NA,NA,0,0,1,6/20/1969,20,7,1969,11,4,1973,20,6,1969,2,4,1974,8,1,1966,28,4,1969,1911,1,1,NA,4,17,1909,Wiki,0,0,1,0,"lawyer, politician ",-2,6/20/1969,4/2/1974,1747,9/7/1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/8/1966,4/28/1969,1206,22511,5761015,570,197973,50315,9424,10.02175936,15.56662423,6.345636361,12.19588594,10.82605852,9.151014906
France,FRN,1974,1,IndRep,,4,PS,1,50.7,49.3,0,1,1,Valery Giscard,Francois Mitterand,0,0,0,0,UDR,PS,NA,NA,NA,UDR,1,1,NA,NA,NA,NA,NA,NA,0,0,1,5/27/1974,27,5,1974,19,4,1978,27,5,1974,21,5,1981,20,6,1969,2,4,1974,1926,1,1,NA,10,26,1916,Wiki,1,1,1,0,"lawyer, civil servent, activist, politician ",-10,5/27/1974,5/21/1981,2551,6/2/1967,0.429243434,0,0,0.143081145,0,0,0.858486868,0,0,0.572324579,0,0,0.143081145,0,0,0.143081145,0,0,0,0,0,0,6/20/1969,4/2/1974,1747,27023,9954053,585,282765.2,52492,9656,10.20444363,16.11349036,6.371611847,12.55237215,10.86841606,9.175334763
France,FRN,1981,1,PS,,1,UDF,3,52.2,47.8,0,1,1,Francois Mitterand,Valery Giscard,0,1,0,1,PS,RPR,269,85,137,PS,1,1,NA,NA,NA,NA,NA,NA,0,0,0,6/21/1981,21,7,1981,16,4,1986,21,5,1981,17,5,1988,27,5,1974,21,5,1981,1916,1,1,NA,2,2,1926,Wiki,1,1,0,0,"teacher, politician ",10,5/21/1981,5/17/1988,2553,5/25/1974,0.571876224,0.428907168,0.429243434,0.428907168,0.142969056,0.143081145,1.143752448,0.857814336,0.858486868,0.571876224,0.571876224,0.572324579,0.71484528,0.142969056,0.143081145,0.428907168,0.142969056,0.143081145,0,0,0,0,5/27/1974,5/21/1981,2551,21258,23867415,575,268747.7,54182,10330,9.964488574,16.9880247,6.354370041,12.5015283,10.90010403,9.242807562
France,FRN,1988,1,PS,,2,RPR,4,54,46,0,1,1,Francois Mitterand,Jacques Chirac,1,0,1,0,PS,RPR,260,126,189,None,1,1,NA,NA,NA,NA,NA,NA,0,0,0,6/12/1988,12,7,1988,28,4,1993,17,5,1988,17,5,1995,21,5,1981,17,5,1988,1916,1,1,NA,11,29,1932,Wiki,0,0,0,0,"civil servent, politician ",16,5/17/1988,5/17/1995,2556,5/18/1981,1.42801252,0.571205008,0.571876224,0.71400626,0.428403756,0.428907168,1.713615023,1.142410016,1.143752448,0.856807512,0.571205008,0.571876224,0.71400626,0.71400626,0.71484528,0.571205008,0.428403756,0.571876224,0,0,0,0,5/21/1981,5/17/1988,2553,19122,30700000,558,516294.7,56118,9603,9.858594784,17.23977321,6.324358962,13.15443301,10.9352119,9.169830829
France,FRN,1995,1,RPR,,4,PS,2,52.7,47.3,0,1,1,Jacques Chirac,Lionel Jospin,0,0,0,1,RPR,UDF,NA,NA,NA,None,1,1,NA,NA,NA,NA,NA,NA,0,0,0,5/17/1995,17,5,1995,1,7,1997,17,5,1995,16,5,2002,17,5,1988,17,5,1995,1932,1,1,NA,7,12,1937,Wiki,0,0,0,0,"activist, civil servent, politician ",5,5/17/1995,5/16/2002,2556,5/17/1988,0.571205008,1.42801252,1.42801252,0.285602504,0.71400626,0.71400626,0.571205008,1.713615023,1.713615023,0.285602504,0.856807512,0.856807512,0.285602504,0.71400626,0.71400626,0.285602504,0.571205008,0.71400626,0,0,0,0,5/17/1988,5/17/1995,2556,18100,47768000,504,624708.9,58139,10176,9.803667217,17.68186652,6.222576268,13.34504106,10.97059197,9.227787286
France,FRN,2007,1,UMP,,4,PS,2,53.3,46.7,0,1,1,Nicolas Sarkozy,Segolene Royal,0,0,1,0,UMP,PS,313,186,78,UMP,1,1,NA,NA,NA,NA,NA,NA,0,0,0,6/17/2007,17,7,2007,31,12,2010,16,5,2007,31,12,2010,16,5,2002,16,5,2007,1955,1,0,NA,9,22,1953,Wiki,0,0,0,0,"judge, politician ",-2,5/16/2007,12/31/2010,1325,9/29/2003,0,0.275471698,0.199890471,0,0,0,0,0.826415094,0.599671413,0,0.275471698,0.199890471,0,0.550943396,0.399780942,0,0,0,0,0,0,0,5/16/2002,5/16/2007,1826,19250,60662000,255,712940.6,61707,11861,9.86526634,17.92082803,5.541263545,13.47715339,11.03015266,9.381010986
Gabon,GAB,2009,0,Gabonese Democratic Party,,NA,Independent,NA,41.73,25.88,32.39,1,1,Ali Bongo Ondimba,Andre Mba Obame,0,0,1,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,,30,9,2009,31,12,2010,16,10,2009,31,12,2010,10,10,1000,16,10,2009,1935,0,0,NA,6,15,1957,Wiki,0,0,0,0,"presidential advisor, politician ",22,10/16/2009,12/31/2010,441,8/1/2008,0,0,0,0,0,0,0,0,0.001980811,0,0,0.000990405,0,0,0,0,0,0,0,0,0,0,1000-10-10,10/16/2009,368536,0,123000,5,3223.085,1326,575,NA,11.71993963,1.609437912,8.078094254,7.189922171,6.354370041
Gambia,GAM,1996,1,Alliance for Patriotic Reorientation and Construction,,3,United Democratic Party,1,55.77,35.84,8.39,1,1,Yahya Jammeh,Ousainou Darboe,1,0,0,0,Pro,NatCon,NA,NA,NA,Pro,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,,29,10,1996,2,2,1997,18,10,1996,18,10,2001,22,7,1994,18,9,1996,1965,1,1,NA,8,8,1948,Wiki,0,0,1,0,"human rights lawyer, politician,  ",-17,10/18/1996,10/18/2001,1826,10/19/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/22/1994,9/18/1996,789,0,15000,1,163.6239,1141,0,NA,9.61580548,0,5.097570502,7.03966035,NA
Germany,GMY,1925,1,Ind,,4,Centre,4,48.3,45.3,6.4,1,1,Paul von Hindenburg,Wilhelm Marx,0,0,0,1,SDP,DNVP,NA,NA,NA,None,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,4/26/2025,26,5,1925,20,5,1928,12,5,1925,10,5,1932,11,2,1919,28,2,1925,1847,1,1,NA,1,15,1836,Wiki,0,0,1,0,"lawyer, politician ",-11,5/12/1925,5/10/1932,2555,5/14/1918,0.142857143,0.285714286,0.330466274,0,0.142857143,0.165233137,0.142857143,0.571428571,0.660932549,0,0.428571429,0.495699411,0,0.142857143,0.165233137,0,0.142857143,0.165233137,1,0,1,0,2/11/1919,2/28/1925,2209,12195,147858,114,175621,62411,18620,9.408781311,11.90400763,4.736198448,12.07608354,11.04149682,9.831991551
Ghana,GHA,1996,1,NatDem,,2,NewPat,4,57.4,39.7,3,1,1,Jerry Rawlings,John Kufuor,1,0,1,0,NatDem,NewPat,133,61,6,NatDem,1,1,NA,NA,NA,NA,NA,NA,0,0,0,12/7/1996,7,1,1996,28,1,2000,7,1,1997,7,1,2001,7,1,1993,7,1,1997,1947,1,1,NA,12,8,1938,Wiki,0,0,1,0,"lawyer, businessman ",-9,1/7/1997,1/7/2001,1461,1/7/1993,0.249828884,0.249828884,0.249828884,0.249828884,0,0,0.249828884,0.249828884,0.249828884,0.249828884,0,0,0.249828884,0.249828884,0.249828884,0.249828884,0,0.249828884,1,1,1,1,1/7/1993,1/7/1997,1461,26,123000,7,16415.81,17832,2689,3.258096538,11.71993963,1.945910149,9.706000174,9.788749875,7.896924656
Ghana,GHA,2000,1,NatPat,,4,NatDem,2,56.9,43.1,0,1,1,John Kufuor,John Atta Mills,0,0,0,1,NatPat,NatDem,99,92,8,None,1,1,NA,NA,NA,NA,NA,NA,0,0,1,12/28/2000,28,1,2001,7,1,2004,7,1,2001,7,1,2005,7,1,1997,7,1,2001,1938,0,0,NA,7,21,1944,Wiki,0,0,1,0,"lawyer, professor ",6,1/7/2001,1/7/2005,1461,1/7/1997,0,0.249828884,0.249828884,0,0.249828884,0.249828884,0,0.249828884,0.249828884,0,0.249828884,0.249828884,0,0.249828884,0.249828884,0,0.249828884,0.249828884,0,0,0,0,1/7/1997,1/7/2001,1461,25,40000,7,10071.99,20212,3463,3.218875825,10.59663473,1.945910149,9.217513583,9.914031766,8.149890544
Ghana,GHA,2004,1,NatPat,,4,NatDem,2,52.45,44.64,2.92,1,1,John Kufuor,John Atta Mills,1,0,1,0,NatPat,NatDem,128,94,8,NatPat,1,1,NA,NA,NA,NA,NA,NA,0,0,0,12/7/2004,7,1,2005,7,1,2009,7,1,2005,7,1,2009,7,1,2001,7,1,2005,1938,0,0,NA,7,21,1944,Wiki,0,0,1,0,"lawyer, professor ",6,1/7/2005,1/7/2009,1461,1/7/2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1/7/2001,1/7/2005,1461,25,56000,7,12262.58,20842,4047,3.218875825,10.93310697,1.945910149,9.414307628,9.944725461,8.305731145
Ghana,GHA,2008,1,NatDem,,2,NatPat,1,50.23,49.77,0,1,1,John Atta Mills,Nana Kwesi Nduom,0,0,0,1,NatDem,NatPat,116,107,7,NatDem,1,1,NA,NA,NA,NA,NA,NA,0,0,1,12/7/2008,7,1,2009,31,12,2010,7,1,2009,31,12,2010,7,1,2005,7,1,2009,1944,0,0,NA,2,15,1953,Wiki,0,0,0,0,business consultant and politician,9,1/7/2009,12/31/2010,723,1/15/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/7/2005,1/7/2009,1461,25,104000,14,13059.2,22345,4498,3.218875825,11.55214618,2.63905733,9.477248145,10.01435786,8.411388133
Guatemala,GUA,1982,0,Popular Democratic Front,,NA,National Liberation Movement,5,38.86,28.24,32.9,1,1,Angel Anibal Guevara,Mario Sandoval Alarcon,0,0,0,0,Popular Democratic Front,National Liberation Movement,33,21,12,None,1,1,NA,NA,NA,NA,NA,NA,0,0,0,,7,4,1982,1,8,1984,23,3,1982,8,8,1983,10,10,1000,23,3,1982,1924,1,1,NA,5,18,1923,Wiki,0,0,0,0,vice president ,-1,3/23/1982,8/8/1983,503,11/5/1980,0.725646123,0,0.013236923,0.725646123,0,0.009164023,0.725646123,0,0.015273372,0.725646123,0,0.010182248,0.725646123,0,0.011200473,0.725646123,0,0.009164023,1,1,1,1,1000-10-10,3/23/1982,358467,0,165114,30,4685.491,7315,785,NA,12.01439142,3.401197382,8.452225992,8.897682313,6.665683718
Guatemala,GUA,1996,0,National Advancement Party,,NA,Guatamalan Republican Front,5,51.2,48.8,0,1,1,Alvaro Arzu,Alfonso Portillo Cabrera,0,0,1,0,National Advancement Party,Guatamalan Republican Front,43,21,16,National Advancement Party,1,1,NA,NA,NA,NA,NA,NA,0,0,0,,7,2,1996,26,1,2000,14,1,1996,14,1,2000,10,10,1000,14,1,1996,1946,0,0,NA,9,24,1951,Wiki,0,0,0,0,"lecturer, politician ",5,1/14/1996,1/14/2000,1461,1/14/1992,0,0,0.015061401,0,0,0.011045027,0.249828884,0.499657769,0.019077775,0,0,0.012049121,0.249828884,0.499657769,0.015061401,0,0,0.011045027,0,0,0,0,1000-10-10,1/14/1996,363512,44,211000,36,7065.665,10243,1030,3.784189634,12.25961341,3.583518938,8.863002417,9.234349824,6.937314081
Guatemala,GUA,2003,1,GANA,,4,UNE,1,54.1,45.9,0,1,1,Oscar Berger,Alvaro Colom,0,0,0,0,GANA,FRG,49,41,68,None,1,1,NA,NA,NA,NA,NA,NA,0,0,1,12/28/2003,28,1,2004,4,12,2007,14,1,2004,14,1,2008,14,1,2000,14,1,2004,1946,0,0,NA,6,15,1951,Wiki,0,0,0,0,"industrial engineer,  businessman, civil servent",5,1/14/2004,1/14/2008,1461,1/14/2000,0,0.249828884,0.249828884,0,0.249828884,0.249828884,0,0.249828884,0.249828884,0,0.249828884,0.249828884,0,0.499657769,0.499657769,0,0.249828884,0.249828884,0,0,0,0,1/14/2000,1/14/2004,1461,226,179000,31,8537.354,12084,2277,5.420534999,12.09514108,3.433987204,9.052206403,9.399637543,7.730614066
Guatemala,GUA,2007,1,UNE,,1,PP,5,52.82,47.18,0,1,1,Alvaro Colom,Otto Perez Molina,0,0,0,0,UNE,GANA,48,37,73,None,1,1,NA,NA,NA,NA,NA,NA,0,0,0,11/4/2007,4,12,2007,31,12,2010,14,1,2008,31,12,2010,14,1,2004,14,1,2008,1951,0,0,NA,12,1,1950,Wiki,1,0,0,0,"military officer, politician ",-1,1/14/2008,12/31/2010,1082,1/27/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/14/2004,1/14/2008,1461,349,166000,16,10293.85,13345,2603,5.855071922,12.01974307,2.772588722,9.239301909,9.498897062,7.864419905
Honduras,HON,1902,0,La Democracia,,NA,Liberal Party,4,48.7,42.9,8.4,1,1,Manuel Bonilla,Juan Angel Arias Boquin,0,0,0,1,None,None,NA,NA,NA,None,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,,1,11,1902,1,1,1904,13,4,1903,25,2,1907,10,10,1000,13,4,1903,1849,1,1,NA,8,7,1859,Wiki,0,0,0,0,"physician, politician ",10,4/13/1903,2/25/1907,1414,1899-05-29,0.258132956,0,0,0.258132956,0,0,0.516265912,0,0,0.516265912,0,0,0,0,0,0,0,0,0,0,0,0,1000-10-10,4/13/1903,329633,0,79,3,0,450,0,NA,4.369447852,1.098612289,NA,6.109247583,NA
Honduras,HON,1928,0,Liberal Party,,NA,National Party,4,56.62,43.38,0,1,1,Vincente Mejia Colindres,Tiburcio Carias Andino,0,0,0,1,National Party,Liberal Party,26,21,1,None,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,,28,11,1928,1,11,1930,1,2,1929,1,2,1933,10,10,1000,1,2,1929,1878,0,0,NA,3,5,1876,Wiki,1,1,0,0,"military officer, politician ",-2,2/1/1929,2/1/1933,1461,2/1/1925,0,0.249828884,0.006459053,0,0.249828884,0.004306035,0.249828884,0.249828884,0.011841597,0.249828884,0.249828884,0.007535562,0,0.249828884,0.003229526,0,0.249828884,0.001076509,0,0,1,1,1000-10-10,2/1/1929,339059,0,800,2,0,910,0,NA,6.684611728,0.693147181,NA,6.8134446,NA
Honduras,HON,1932,0,National Party,,NA,Liberal Party,2,56.9,43.1,0,1,1,Tiburcio Carias Andino,Angel Zuniga Huete,0,0,0,1,National Party,Liberal Party,43,13,0,National Party,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,,28,11,1932,28,11,1934,1,2,1933,1,2,1936,10,10,1000,1,2,1933,1876,1,1,NA,6,4,1885,Wiki,0,0,1,0,"lawyer, politician ",9,2/1/1933,2/1/1936,1095,2/2/1930,0,0,0.00643134,0,0,0.00428756,0,0,0.012862681,0,0,0.00857512,0,0,0.00321567,0,0,0.00107189,0,0,0,0,1000-10-10,2/1/1933,340520,0,650,2,0,990,0,NA,6.476972363,0.693147181,NA,6.897704943,NA
Honduras,HON,1954,0,Liberal Party,,NA,National Party,4,48.1,30.85,21.05,1,1,Ramon Villeda Morales,Tiburcio Carias Andino,0,0,0,1,Liberal Party,National Party,24,23,12,None,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,,10,11,1954,7,11,1956,5,12,1954,21,10,1956,10,10,1000,5,12,1954,1909,0,0,NA,3,5,1876,Wiki,1,1,0,0,"military officer, politician ",-33,12/5/1954,10/21/1956,686,1/18/1953,0,0,0.007331483,0,0,0.005236774,0,0,0.013615612,0,0,0.009426193,0,0,0.003142064,0,0,0.001047355,0,0,0,0,1000-10-10,12/5/1954,348497,0,3200,3,7,1617,0,NA,8.070906089,1.098612289,1.945910149,7.38832786,NA
Honduras,HON,1970,0,National Party,,NA,Liberal Party,2,52.62,47.38,0,1,1,Ramon Ernesto Cruz Ucles,Jorge Bueso Arias,0,0,1,0,National Party,Liberal Party,32,32,0,None,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,,28,4,1971,1,1,1975,7,6,1971,4,12,1972,10,10,1000,7,6,1971,1903,0,0,NA,9,1,1893,Wiki,0,0,0,0,"engineer in mines, politician , professor, entrepreneur",-10,6/7/1971,12/4/1972,546,12/8/1969,0,0,0.007206826,0,0,0.005147733,0,0,0.016472745,0,0,0.012354559,0,0,0.005147733,0,0,0.001029547,0,0,0,0,1000-10-10,6/7/1971,354525,0,8750,6,1997.588,2639,335,NA,9.076808979,1.791759469,7.599695732,7.878155337,5.814130532
Honduras,HON,1981,0,Liberal Party,,NA,National Party,4,53.9,41.6,4.5,1,1,Roberto Suazo Cordova,Ricardo Zuniga,0,0,0,0,Liberal Party,National Party,44,34,4,Liberal Party,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,,29,12,1981,24,12,1985,27,1,1982,27,1,1986,10,10,1000,27,1,1982,1928,0,0,NA,NA,NA,1916,World Biographical Information Systems,NA,NA,1,0,"lawyer, judge, politician, vice president ",-12,1/27/1982,1/27/1986,1461,1/27/1978,0.249828884,0.249828884,0.00916543,0,0.249828884,0.007128668,0.249828884,0.499657769,0.019349241,0,0.249828884,0.014257335,0,0.249828884,0.007128668,0,0.249828884,0.003055143,0,0,0,0,1000-10-10,1/27/1982,358412,0,45000,17,1946.572,3821,720,NA,10.71441777,2.833213344,7.573825156,8.248267447,6.579251212
Honduras,HON,1985,0,Liberal Party,,NA,National Party,4,51.02,45.49,3.49,1,1,Jose Simon Azcona del Hoyo,Rafael Leonardo Callejas Romero,0,0,1,0,Liberal Party,National Party,67,63,4,None,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,,24,12,1985,26,12,1989,27,1,1986,27,1,1990,10,10,1000,27,1,1986,1927,0,0,NA,11,14,1943,Wiki,0,0,0,0,"agricultural economist, businessman , politician ",16,1/27/1986,1/27/1990,1461,1/27/1982,0.499657769,0.249828884,0.010142467,0.249828884,0,0.007099727,0.749486653,0.249828884,0.020284934,0.499657769,0,0.014199454,0,0,0.007099727,0,0,0.00304274,0,0,0,0,1000-10-10,1/27/1986,359873,0,71580,21,2223.414,4372,1023,NA,11.17857098,3.044522438,7.706799131,8.382975849,6.930494766
Honduras,HON,1989,1,Nat,,4,Lib,2,52.29,44.33,3.38,1,1,Rafael Leonardo Callejas Romero,Carlos Roberto Flores Facusse ,0,0,0,1,Nat,Lib,76,51,1,Nat,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,11/26/1989,26,12,1989,27,11,1993,27,1,1990,27,1,1994,27,1,1986,27,1,1990,1943,0,0,NA,3,10,1950,Wiki,0,0,0,0,"politician , businessman ,engineer and teacher",7,1/27/1990,1/27/1994,1461,1/27/1986,0.499657769,0.499657769,0.499657769,0.249828884,0.249828884,0.249828884,0.499657769,0.749486653,0.749486653,0.249828884,0.499657769,0.499657769,0.499657769,0,0,0.249828884,0,0,0,0,0,0,1/27/1986,1/27/1990,1461,0,138000,19,2824.725,4951,1203,NA,11.83500896,2.944438979,7.946166294,8.507344855,7.092573716
Honduras,HON,1993,1,Lib,,2,Nat,4,53.01,42.97,4.02,1,1,Carlos Roberto Reina,Oswaldo Ramos Soto,0,0,0,1,Lib,Nat,71,55,2,Lib,1,1,NA,NA,NA,NA,NA,NA,0,0,1,11/27/1993,27,12,1993,30,11,1997,27,1,1994,27,1,1998,27,1,1990,27,1,1994,1926,0,0,NA,2,25,1947,Wiki,0,0,1,0,"lawyer, politician,  ",21,1/27/1994,1/27/1998,1461,1/27/1990,0.249828884,0.499657769,0.499657769,0,0.249828884,0.249828884,0.749486653,0.499657769,0.499657769,0.499657769,0.249828884,0.249828884,0.749486653,0.499657769,0.499657769,0,0.249828884,0.499657769,0,0,0,0,1/27/1990,1/27/1994,1461,8,44000,17,3408.326,5595,1352,2.079441542,10.69194491,2.833213344,8.133976541,8.629628621,7.209340257
Honduras,HON,1997,1,Lib,,2,Nat,4,52.65,42.76,4.59,1,1,Carlos Roberto Flores Facusse,Nora Gunera de Melgar,0,0,1,0,Lib,Nat,67,55,6,Lib,1,1,NA,NA,NA,NA,NA,NA,0,0,1,11/30/1997,30,12,1997,25,12,2001,27,1,1998,27,1,2002,27,1,1994,27,1,1998,1950,0,0,NA,NA,NA,1942,Wiki,0,0,0,0,"teacher, mayor, politician, ",-8,1/27/1998,1/27/2002,1461,1/27/1994,0.749486653,0.249828884,0.249828884,0.249828884,0,0,0.999315537,0.749486653,0.749486653,0.499657769,0.499657769,0.499657769,0.749486653,0.749486653,0.749486653,0.249828884,0,0.249828884,0,0,0,0,1/27/1994,1/27/1998,1461,8,101000,10,3392.653,6338,1454,2.079441542,11.5228758,2.302585093,8.12936749,8.75431854,7.282073658
Honduras,HON,2001,1,Nat,,4,Lib,2,55.2,44.2,3.5,1,1,Ricardo Maduro,Rafael Pineda Ponce,0,0,0,1,Nat,Lib,61,55,12,None,1,1,NA,NA,NA,NA,NA,NA,0,0,1,11/25/2001,25,12,2001,27,11,2005,27,1,2002,27,1,2006,27,1,1998,27,1,2002,1946,0,0,NA,8,18,1930,Wiki,0,0,0,0,"professor, politician ",-16,1/27/2002,1/27/2006,1461,1/27/1998,0,0.749486653,0.749486653,0,0.249828884,0.249828884,0,0.999315537,0.999315537,0,0.499657769,0.499657769,0,0.749486653,0.749486653,0,0.249828884,0.499657769,0,0,0,0,1/27/1998,1/27/2002,1461,8,96000,8,3922.918,6530,1556,2.079441542,11.47210347,2.079441542,8.274591044,8.784162222,7.349873705
Honduras,HON,2005,1,Lib,Close coding - could be centrist or center-left; note that opposition should be center-right,4,Nat,4,45.6,42.2,3.6,1,1,Manuel Zelaya,Porfirio Lobo Sosa,0,0,0,1,Lib,Nat,62,55,11,None,1,1,NA,NA,NA,NA,NA,NA,0,0,0,11/27/2005,27,12,2005,29,12,2009,27,1,2006,28,6,2009,27,1,2002,27,1,2006,NA,NA,NA,NA,9,12,1955,Wiki,0,0,0,0,"businessman, politician",NA,1/27/2006,6/28/2009,1248,8/28/2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/27/2002,1/27/2006,1461,-9,53000,12,3714.156,7107,1616,NA,10.87804719,2.48490665,8.219906744,8.868835493,7.387709239
Honduras,HON,2009,1,PN,,4,PL,2,56.56,38.1,5.34,1,1,Porfirio Lobo Sosa,Elvin Santos,0,0,0,1,PN,PL,71,45,12,PN,1,1,NA,NA,NA,NA,NA,NA,0,0,0,11/29/2009,29,12,2009,31,12,2010,27,1,2010,31,12,2010,27,1,2006,27,1,2010,1947,0,0,NA,1,18,1963,Wiki,0,0,0,0,"engineer, politician ",16,1/27/2010,12/31/2010,338,2/23/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/27/2006,1/27/2010,1461,0,76000,12,4342.11,7537,1720,NA,11.23848862,2.48490665,8.376115684,8.927579504,7.45007957
Indonesia,INS,1998,0,National Awakening Party,,NA,Indonesian Democratic Party of Struggle,1,54.37,45.63,0,1,1,Abdurrahman Wahid,Megawati Sukarnoputri,0,0,0,0,Indonesian Democratic Party of Struggle,Party of the Functional Groups,153,120,189,None,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,,1,11,1999,5,5,2004,20,10,1999,23,7,2001,10,10,1000,20,10,1999,1940,0,0,NA,1,23,1947,Wiki,0,0,0,0,"party head, politician ",7,10/20/1999,7/23/2001,642,1/16/1998,0,0,0.021006503,0,0,0.018005574,0,0,0.021006503,0,0,0.018005574,0,0.568535826,0.021006503,0,0,0.020006194,0,0,0,0,1000-10-10,10/20/1999,364887,2699,967000,280,170935.3,206338,48264,7.900636613,13.78195377,5.634789603,12.0490404,12.23727088,10.78444122
Ireland,IRE,1945,1,FF,,3,FG,4,55.5,44.5,0,0,1,Sean T. O'Kelly,Sean Mac Eoin,0,0,0,0,FF,FG,NA,NA,NA,FF,1,1,NA,NA,NA,NA,NA,NA,0,0,0,6/14/1945,14,7,1945,4,3,1948,25,6,1945,25,6,1952,25,6,1938,25,6,1945,1882,0,0,NA,9,30,1893,Wiki,1,1,0,0,"blacksmith, politician ",11,6/25/1945,6/25/1952,2557,6/25/1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/25/1938,6/25/1945,2557,0,34923,11,994,2950,503,NA,10.46090092,2.397895273,6.901737207,7.989560449,6.22059017
Ireland,IRE,1959,1,FF,,3,FG,4,56.3,43.7,0,0,1,Eamon de Valera,Sean Mac Eoin,0,1,1,0,FF,FG,NA,NA,NA,FF,1,1,NA,NA,NA,NA,NA,NA,0,0,1,6/17/1959,17,7,1959,4,11,1961,25,6,1959,25,6,1966,25,6,1952,25,6,1959,1882,0,0,NA,9,30,1893,Wiki,1,1,0,0,"blacksmith, politician ",11,6/25/1959,6/25/1966,2557,6/24/1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/25/1952,6/25/1959,2556,23,24096,13,4218,2846,588,3.135494216,10.08980113,2.564949357,8.347116361,7.953669779,6.376726948
Ireland,IRE,1966,1,FF,,3,FG,4,50.5,49.5,0,0,1,Eamon de Valera,Thomas F. O'Higgins,1,0,1,0,FF,FG,NA,NA,NA,None,1,1,NA,NA,NA,NA,NA,NA,0,0,1,6/1/1966,1,7,1966,18,7,1969,25,6,1966,24,6,1973,25,6,1959,25,6,1966,1882,0,0,NA,7,23,1916,Wiki,0,0,1,0,"lawyer, politician ",34,6/25/1966,6/24/1973,2556,6/26/1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/25/1959,6/25/1966,2557,56,36425,8,4984,2884,690,4.025351691,10.50301063,2.079441542,8.51398806,7.966933498,6.536691598
